Artists,Album,Date,Year,Score,Tags,Genres
calvaiire,FORCEPS,9-Jan-14,2014,7,"['throatruiner', 'hardcore punk, mathcore,']",punk
clockwork indigo,CLOCKWORK INDIGO EP,28-Oct-14,2014,7,"['self-released', 'hardcore hip hop']",hip hop
cunninlynguists,STRANGE JOURNEY VOL. 3,11-Apr-14,2014,7,"['self-released', 'southern hip hop, rap']",hip hop
deadmau5,WHILE (1 IS LESS THAN 2),17-Jul-14,2014,7,"['mau5trap', 'progressive house, fidget house, tech house, electro house, house, edm,', 'hip hop']","hip hop,house"
deerhoof,LA ISLA BONITA,4-Nov-14,2014,7,"['polyvinyl', 'art pop, noise pop, indie rock']","pop,rock"
evian christ,WATERFALL EP,24-Mar-14,2014,7,"['tri angle records', 'instrumental hip hop, trap, ethereal bangers']",hip hop
future islands,SINGLES,25-Mar-14,2014,7,"['4ad', 'synth pop, indie pop']",pop
godflesh,A WORLD LIT ONLY BY FIRE,18-Oct-14,2014,7,"['avalanche', 'industrial metal']",metal
i am your destruction,I AM YOUR DESTRUCTION ,23-Nov-14,2014,7,"['thebasebit recordings', 'chiptune, edm, trap, dubstep, chipstep', 'hip hop']",hip hop
ibibio sound machine,IBIBIO SOUND MACHINE ,16-May-14,2014,7,"['soundway records', 'afrobeat, electro']",
"julian casablancas<,>the voidz",TYRANNY,1-Oct-14,2014,7,"['cult records', 'noise pop,']",pop
kyary pamyu pamyu,PIKAPIKA FANTAJIN,5-Aug-14,2014,7,"['warner music japan', 'j-pop, dance pop, electropop']","pop,dance"
la dispute,THE ROOMS OF THE HOUSE,20-Mar-14,2014,7,"['better living', 'post-hardcore, emo, screamo', 'rock']",rock
lil herb,WELCOME TO FAZOLAND,16-Apr-14,2014,7,"[""it's a free mixtape, my son"", 'trap rap, drill, gangsta rap, hardcore hip hop']",hip hop
mastodon,ONCE MORE 'ROUND THE SUN,26-Jun-14,2014,7,"['loud rock', 'reprise', 'sludge metal', 'stoner metal', 'progressive metal', 'alternative metal', '4/10']","rock,metal"
mayhem,ESOTERIC WARFARE,12-Jun-14,2014,7,"['season of mist', 'black metal, avant-garde metal']",metal
megaton leviathan,PAST 21: BEYOND THE ARCTIC CELL,20-Nov-14,2014,7,"['seventh rule', 'doom metal, post-rock']","rock,metal"
mr. oizo,THE CHURCH,25-Nov-14,2014,7,"['brainfeeder', 'wonky, electro house, glitch, tech house']",house
my brightest diamond,THIS IS MY HAND,17-Oct-14,2014,7,"['asthmatic kitty', 'baroque pop, chamber pop, art pop']",pop
nils frahm,SPACES,15-Jan-14,2014,7,"['erased tapes', 'modern classical, minimalism, post-classical', 'rock']",rock
off!,WASTED YEARS,7-Apr-14,2014,7,"['vice', 'hardcore punk']",punk
og maco,OG MACO EP,11-Dec-14,2014,7,"['quality control', 'trap rap, experimental hip hop, cloud rap']","hip hop,experimental"
onyx,WAKEDAFUCUP,27-Mar-14,2014,7,"['is this self-released?', 'hardcore hip hop', 'east coast hip hop']",hip hop
otis brown iii,THE THOUGHT OF YOU,12-Aug-14,2014,7,"['blue note & revive', 'good jazzy times']",jazz
ought,MORE THAN ANY OTHER DAY,1-May-14,2014,7,"['constellation', 'post-punk, art punk, experimental rock']","rock,punk,experimental"
owen pallett,IN CONFLICT,29-May-14,2014,7,"['domino records', 'chamber pop, indie pop, baroque pop']",pop
pharoahe monch,PTSD,23-Apr-14,2014,7,"['w.a.r.', 'hardcore hip hop, conscious hip hop, boom bap']",hip hop
schoolboy q,OXYMORON,26-Feb-14,2014,7,"['top dawg entertainment', 'pop rap, trap rap, boom bap, cloud rap, yawk yawk yawk yawk', 'hip hop']","hip hop,pop"
sia,1000 FORMS OF FEAR,16-Jul-14,2014,7,"['monkey puzzle & rca', 'electropop, contemporary r&b']","pop,r&b"
sir michael rocks,BANCO,22-Oct-14,2014,7,"['self-released', 'pop rap, trap-flavored silliness w', 'some fun no the side', 'hip hop']","hip hop,pop"
sisyphus,SISYPHUS ,8-Apr-14,2014,7,"['asthmatic kitty', 'hip hop, pop rap, abstract hip hop, art pop, chamber pop, indie pop']","hip hop,pop"
spoon,THEY WANT MY SOUL,7-Aug-14,2014,7,"['loma vista', 'indie rock, pop rock, alternative rock']","pop,rock"
st. vincent,ST. VINCENT ,27-Feb-14,2014,7,"['4ad', 'noise pop, indie pop, indie rock']","pop,rock"
sterilizer,STERILIZER ,19-Nov-14,2014,7,"['expiring sun', 'industrial metal, noise rock']","rock,metal"
the soft pink truth,WHY DO THE HEATHEN RAGE?,23-Jun-14,2014,7,"['thrill jockey', 'insane black metal covers']",metal
the underachievers,CELLAR DOOR: TERMINUS UT EXORDIUM,13-Aug-14,2014,7,"['rpm msc', 'hardcore hip hop, abstract hip hop, 3rd eye shit, psychedelic hip hop, trippy trap, east coast hip hop']","hip hop,psychedelic"
the war on drugs,LOST IN THE DREAM,24-Mar-14,2014,7,"['secretly canadian', 'krautrock, americana, folk rock, neo-psychedelia, singer-songwriter']","rock,singer-songwriter,folk"
tony molina,DISSED AND DISMISSED,5-Apr-14,2014,7,"['slumberland records', 'lo-fi, indie rock, power pop, breakup rock']","pop,rock"
usa out of vietnam,CRASHING DISEASES AND INCURABLE AIRPLANES,2-Jul-14,2014,7,"['new damage records', 'post-rock, experimental rock, sludge metal, drone']","rock,metal,experimental"
vallenfyre,SPLINTERS,22-May-14,2014,7,"['century media records', ""death metal, death 'n' roll, death doom""]",metal
vince staples,HELL CAN WAIT,23-Oct-14,2014,7,"['def jam', 'hardcore hip hop, trap rap, west coast hip hop, gangsta rap']",hip hop
weezer,EVERYTHING WILL BE ALRIGHT IN THE END,16-Oct-14,2014,7,"['republic', 'alternative rock, power pop, pop rock']","pop,rock"
wild beasts,PRESENT TENSE,27-Mar-14,2014,7,"['domino', 'art pop, synth  pop,']",pop
xiu xiu,ANGEL GUTS: RED CLASSROOM,18-Feb-14,2014,7,"['polyvinyl', 'post-punk, experimental rock, art punk, synth punk']","rock,punk,experimental"
whitey morgan and the 78's,Sonic Ranch,16-Sep-15,2015,7,"['sonic ranch', 'self-released', 'country', 'outlaw', 'singer-songwriter', 'other', '7/10']","singer-songwriter,country"
adele,25,23-Nov-15,2015,7,"['xl', 'pop', 'soul', 'singer-songwriter', '7/10']","pop,soul,singer-songwriter"
adventures,Supersonic Home,20-Jun-15,2015,7,"['7/10', 'run for cover', 'power pop', 'emo', 'indie pop', 'indie rock']","pop,rock"
adventures,SUPERSONIC HOME,18-Feb-15,2015,7,"['run for cover records', 'power pop, emo, indie pop, indie rock, jangle pop']","pop,rock"
beach slang,The Things We Do to Find People Who Feel Like Us,16-Dec-15,2015,7,"['polyvinyl', 'rock', 'indie pop', 'shoegaze', '7/10']","pop,rock"
billy woods,"TODAY, I WROTE NOTHING",3-Apr-15,2015,7,"['backwoodz studioz', 'hardcore hip hop, abstract hip hop']",hip hop
billy woods,"Today, I Wrote Nothing",20-Jun-15,2015,7,"['new york', '7/10', 'backwoodz studioz', 'hardcore hip hop', 'abstract hip hop']",hip hop
blur,THE MAGIC WHIP,1-May-15,2015,7,"['parlophone', 'alternative rock, art pop, brit pop']","pop,rock"
car seat headrest,Teens of Style,7-Nov-15,2015,7,"['matador', 'rock', 'lo-fi', 'singer-songwriter', 'indie', '7/10']","rock,singer-songwriter"
carly rae jepsen,Emotion,24-Aug-15,2015,7,"['interscope', 'pop', 'dance', 'synth', '7/10']","pop,dance"
christian scott atunde adjuah,Stretch Music,17-Dec-15,2015,7,"['ropeadope', 'elena pinderhughes', 'jazz', 'post-bop', 'other', '7/10']",jazz
corpo-mente,Corpo-Mente,23-Jul-15,2015,7,"['blood music', 'neo-folk', 'neo-classical', 'trip hop', 'avant-garde metal', 'opera', '7/10', 'other']","metal,folk"
death grips,FASHION WEEK,11-Jan-15,2015,7,"['third worlds', 'industrial hip hop instrumentals, idm,']",hip hop
dope body,Kunk,26-Aug-15,2015,7,"['drag city', 'baltimore', 'rock', 'post-hardcore', 'noise rock', 'free improvisation', '7/10']",rock
dr. dre,Compton: A Soundtrack,11-Aug-15,2015,7,"['a soundtrack', 'aftermath', 'interscope', 'hip hop', 'rap', 'west coast', '7/10']",hip hop
dâm-funk,Invite the Light,8-Sep-15,2015,7,"['stones throw', 'pop', 'synth funk', 'contemporary r&b', 'wonky', '7/10']","pop,r&b,funk"
florence + the machine,"How Big, How Blue, How Beautiful",20-Jun-15,2015,7,"['island', 'pop', '7/10']",pop
florence + the machine,"HOW BIG, HOW BLUE, HOW BEAUTIFUL",11-Jun-15,2015,7,"['island records', 'art pop, alternative pop, chamber pop']",pop
freddie gibbs,Shadow of a Doubt,24-Nov-15,2015,7,"['esgn', 'hip hop', 'rap', 'trap', 'cloud rap', 'hardcore hip hop', '7/10']",hip hop
"ghostface killah<,>adrian younge",Twelve Reasons to Die II,17-Jul-15,2015,7,"['twelve reasons to die ii', 'linear labs', 'hip hop', 'rap', 'east coast', '7/10']",hip hop
grimes,Art Angels,9-Nov-15,2015,7,"['4ad', 'pop', 'alternative dance', 'electropop', '7/10']","pop,dance"
jamie xx,In Colour,20-Jun-15,2015,7,"['young turks', 'deep house', 'uk bass', 'future garage', 'electronic', '7/10']","electronic,house"
john carpenter,LOST THEMES,4-Feb-15,2015,7,"['sacred bones records', 'progressive electronic, horror synth, soundtrack creepiness']",electronic
king gizzard & the lizard wizard,Paper Mache Dream Balloon,20-Nov-15,2015,7,"['australia', 'heavenly', 'rock', 'psychedelic', 'psych pop', 'psych folk', '7/10']","pop,rock,psychedelic,folk"
kylesa,Exhausting Fire,11-Nov-15,2015,7,"['season of mist', 'loud rock', 'stoner metal', 'sludge', 'heavy psych', '7/10']","rock,metal"
laura marling,Short Movie,20-Jun-15,2015,7,"['7/10', 'ribbon', 'contemporary folk', 'singer-songwriter', 'folk rock', 'indie folk', 'psychedelic folk']","rock,psychedelic,singer-songwriter,folk"
lightning bolt,Fantasy Empire,20-Jun-15,2015,7,"['7/10', 'thrill jockey', 'rhode island', 'noise rock', 'neo-psychedelia', 'math rock', 'experimental rock']","rock,experimental"
lightning bolt,FANTASY EMPIRE,12-Mar-15,2015,7,"['thrill jockey', 'noise rock, neo-psych, math rock, experimental rock']","rock,experimental"
liturgy,THE ARK WORK,26-Mar-15,2015,7,"['thrill jockey', 'experimental rock, transcendental black metal, midi classical, glitch']","rock,metal,experimental"
liturgy,The Ark Work,20-Jun-15,2015,7,"['7/10', 'thrill jockey', 'experimental rock', 'transcendental black metal', 'progressive rock', 'electronic']","electronic,rock,metal,experimental"
loma prieta,Self Portrait,9-Oct-15,2015,7,"['post-hardcore', 'rock', 'loud rock', 'deathwish', 'self portrait', '7/10']",rock
lupe fiasco,TETSUO & YOUTH,23-Jan-15,2015,7,"['atlantic', 'conscious hip hop, jazz rap, pop rap']","hip hop,pop,jazz"
mac demarco,Another One,31-Jul-15,2015,7,"['mini', 'artv', 'captured tracks', 'pop', 'jangle', 'indie', '7/10']",pop
mac miller,GO:OD AM,22-Sep-15,2015,7,"['warner bros', 'rap', 'hip hop', '7/10']",hip hop
meek mill,Dreams Worth More Than Money,3-Jul-15,2015,7,"['mmg', 'hip hop', 'pop rap', 'trap', 'philadelphia', '7/10']","hip hop,pop"
neon indian,VEGA INTL. Night School,20-Oct-15,2015,7,"['mom + pop', 'pop', 'synth funk', 'synthpop', '7/10']","pop,funk"
paul de jong,IF,29-Apr-15,2015,7,"['temporary residence ltd.', 'folktronica, experimental folk, avant folk, ambient, modern classical']","ambient,experimental,folk"
peste noire,La Chaise-Dyable,20-Jun-15,2015,7,"['7/10', 'la mesnie herlequin', 'black metal', 'folk', 'loud rock']","rock,metal,folk"
pissgrave,Suicide Euphoria,4-Aug-15,2015,7,"['profound lore', 'loud rock', 'death metal', '7/10']","rock,metal"
protomartyr,The Agent Intellect,30-Oct-15,2015,7,"['hardly art', 'rock', 'post-punk', '7/10']","rock,punk"
pusha t,King Push - Darkest Before Dawn: The Prelude,19-Dec-15,2015,7,"['darkest before dawn', 'prelude', 'good music', 'hip hop', 'rap', '7/10']",hip hop
quelle chris,Innocent Country,24-Jul-15,2015,7,"['mello music group', 'chris keys', 'detroit', 'hip hop', 'rap', '7/10']",hip hop
ratatat,Magnifique,16-Jul-15,2015,7,"['electronic', 'electro rock', 'instrumental pop', 'xl', '7/10']","pop,electronic,rock"
rp boo,"Fingers, Bank Pads & Shoeprints",23-Jul-15,2015,7,"['planet mu', 'electronic', 'juke', 'footwork', '7/10']",electronic
sleater,KINNEY - NO CITIES TO LOVE,14-Jan-15,2015,7,"['sub pop', 'indie rock, post-punk, punk rock']","pop,rock,punk"
sufjan stevens,CARRIE & LOWELL,24-Mar-15,2015,7,"['asthmatic kitty', 'singer-songwriter, contemporary folk, indie folk, chamber folk']","singer-songwriter,folk"
sufjan stevens,Carrie & Lowell,20-Jun-15,2015,7,"['7/10', 'asthmatic kitty', 'singer-songwriter', 'contemporary folk', 'indie folk', 'chamber folk']","singer-songwriter,folk"
swain,HEAVY DANCING,2-Mar-15,2015,7,"['ruins records', 'hardcore punk, grunge']",punk
swain,Heavy Dancing EP,20-Jun-15,2015,7,"['swain', 'heavy dancing', 'ep', '7/10', 'ruins records', 'hardcore punk', 'grunge']",punk
tame impala,Currents,14-Jul-15,2015,7,"['7/10', 'pop', 'neo-psychedelia', 'interscope']",pop
the chemical brothers,Born in the Echoes,21-Jul-15,2015,7,"['virgin', 'emi', 'electronic', 'big beat', 'house', 'techno', 'dance pop', '7/10']","pop,electronic,dance,house,techno"
the world is a beautiful place and i am no longer afraid to die,Harmlessness,18-Oct-15,2015,7,"['epitaph', 'rock', 'emo', 'post-rock', 'pop punk', '7/10']","pop,rock,punk"
theesatisfaction,EARTHEE,20-Feb-15,2015,7,"['sub pop records', 'alternative r&b, futuristic neo-soul, abstract hip hop']","hip hop,pop,r&b,soul"
toro y moi,WHAT FOR?,24-Apr-15,2015,7,"['car park records', 'disco, nu-disco, indie pop, lo-fi, psychedelic pop']","pop,psychedelic"
toro y moi,What For?,20-Jun-15,2015,7,"['7/10', 'car park', 'disco', 'indie pop', 'lo-fi', 'psychedelic pop']","pop,psychedelic"
tribulation,THE CHILDREN OF THE NIGHT,26-Apr-15,2015,7,"['century media', 'black metal, heavy metal, death metal, thrash metal']",metal
tribulation,The Children of the Night,20-Jun-15,2015,7,"['sweden', '7/10', 'century media', 'black metal', 'heavy metal', 'death metal', 'thrash metal']",metal
viet cong,VIET CONG ,13-Jan-15,2015,7,"['jagjaguwar', 'noise rock, post-punk, indie rock, psychedelic rock']","rock,punk,psychedelic"
waka flocka flame,Flockaveli 1.5,29-Nov-15,2015,7,"['mixtape', 'hip hop', 'rap', 'southern', 'trap', '7/10']",hip hop
wiki,Lil Me,15-Dec-15,2015,7,"['ratking', 'mixtape', 'self-released', 'rap', 'hip hop', 'east coast', '7/10']",hip hop
ab-soul,Do What Thou Wilt.,13-Dec-16,2016,7,"['tde', 'top dawg', 'rap', 'hip hop', 'west coast', 'conscious', '7/10']",hip hop
anderson .paak,Malibu,19-Jan-16,2016,7,"['steel wool', 'pop', 'soul', 'funk', 'alternative r&b', 'rap', '7/10', 'hip hop']","hip hop,pop,r&b,soul,funk"
apathy,Handshakes with Snakes,19-Jul-16,2016,7,"['dirty version', 'rap', 'hip hop', 'east coast', '7/10']",hip hop
badbadnotgood,IV,15-Jul-16,2016,7,"['bbng', 'innovative leisure', 'jazz fusion', 'soul', 'instrumental hip hop', 'nu jazz', 'other', '7/10']","hip hop,soul,jazz"
benjamin clementine,At Least For Now,11-Jan-16,2016,7,"['barclay', 'singer-songwriter', 'chamber pop', 'vocal jazz', 'soul', 'uk', 'other', '7/10']","pop,soul,jazz,singer-songwriter"
black mountain,IV,30-Mar-16,2016,7,"['jagjaguwar', 'rock', 'heavy psych', 'stoner rock', '7/10']",rock
bruno mars,24K Magic,22-Nov-16,2016,7,"['atlantic', 'pop', 'electrofunk', 'synth funk', 'contemporary r&b', 'new jack swing', '7/10']","pop,r&b,funk"
case / lang / veirs,case / lang / veirs,30-Jun-16,2016,7,"['k.d. lang', 'neko case', 'laura veirs', 'collaboration', 'anti', 'singer-songwriter', 'contemporary folk', 'chamber pop', 'pop', '7/10']","pop,singer-songwriter,folk"
chance the rapper,Coloring Book,18-May-16,2016,7,"['mixtape', 'self-released', 'rap', 'hip hop', 'jazz rap', 'hip house', 'gospel', '7/10']","hip hop,jazz,house"
childish gambino,"Awaken, My Love!",5-Dec-16,2016,7,"['glassnote', 'neo-soul', 'psychedelic', 'funk', '7/10']","soul,funk,psychedelic"
clams casino,32 Levels,18-Jul-16,2016,7,"['columbia', 'rap', 'hip hop', 'producer', 'cloud rap', 'alternative r&b', 'dream pop', '7/10']","hip hop,pop,r&b"
clipping.,Wriggle,23-Jun-16,2016,7,"['ep', 'sub pop', 'rap', 'hip hop', 'noise', '7/10']","hip hop,pop"
d.r.a.m.,Big Baby D.R.A.M.,27-Oct-16,2016,7,"['atlantic', 'rap', 'hip hop', 'pop rap', 'neo-soul', 'r&b', '7/10']","hip hop,pop,r&b,soul"
deakin,Sleep Cycle,19-Apr-16,2016,7,"['self-released', 'singer-songwriter', 'neo-psychedelia', 'avant-folk', 'field recordings', 'drone', 'ambient', 'noise pop', 'other', '7/10']","pop,ambient,singer-songwriter,folk"
deerhoof,The Magic,11-Jul-16,2016,7,"['polyvinyl', 'rock', 'indie rock', 'noise pop', 'art punk', '7/10']","pop,rock,punk"
ghoul,Dungeon Bastards,9-Aug-16,2016,7,"['tankcrimes', 'loud rock', 'crossover', 'thrash metal', 'hardcore punk', '7/10']","rock,punk,metal"
iggy pop,Post Pop Depression,17-Mar-16,2016,7,"['loma vista', 'rock', 'post-punk', 'desert rock', '7/10']","rock,punk"
joey purp,iiiDrops,9-Jun-16,2016,7,"['mixtape', 'self-released', 'rap', 'hip hop', '7/10']",hip hop
kano,Made in the Manor,24-Mar-16,2016,7,"['rap', 'hip hop', 'uk', 'grime', '7/10']",hip hop
kemba,Negus,29-Jul-16,2016,7,"['self-released', 'rap', 'hip hop', 'east coast', 'jazz rap', '7/10']","hip hop,jazz"
krallice,Hyperion EP,6-Jan-16,2016,7,"['ep', 'self-released', 'loud rock', 'black metal', 'progressive', 'technical death metal', '7/10']","rock,metal"
lil yachty,Lil Boat,21-Mar-16,2016,7,"['mixtape', 'rap', 'hip hop', 'cloud', 'trap', '7/10']",hip hop
marching church,Telling It Like It Is,11-Nov-16,2016,7,"['sacred bones', 'denmark', 'rock', 'post-punk', 'art rock', 'experimental rock', 'punk blues', 'jazz rock', 'chamber pop', '7/10']","pop,jazz,rock,punk,experimental"
meridian brothers,Los Suicidas,14-Jan-16,2016,7,"['soundway', 'colombia', 'electronic', 'digital cumbia', '7/10']",electronic
modern baseball,Holy Ghost,23-May-16,2016,7,"['run for cover', 'rock', 'emo', 'pop rock', 'indie', '7/10']","pop,rock"
mr. yote,The Terrible Tales of Scurvy Jones,9-Mar-16,2016,7,"['ep', 'fly high society', 'rap', 'hip hop', 'experimental hip hop', 'pirate', '7/10']","hip hop,experimental"
nxworries,Yes Lawd!,17-Oct-16,2016,7,"['collaboration', 'stones throw', 'hip hop', 'neo-soul', 'alternative r&b', 'pop rap', '7/10']","hip hop,pop,r&b,soul"
olga bell,Tempo,8-Jun-16,2016,7,"['one little indian', 'pop', 'synthpop', 'art pop', 'techno', 'house', '7/10']","pop,house,techno"
"open mike eagle<,>paul white",Hella Personal Film Festival,8-Apr-16,2016,7,"['hella personal film festival', 'collaboration', 'mello music group', 'rap', 'hip hop', 'west coast', 'conscious', 'abstract hip hop', '7/10']",hip hop
oranssi pazuzu,Varahtelija,14-Mar-16,2016,7,"['finland', 'svart', '20 buck spin', 'loud rock', 'black metal', 'psychedelic', 'atmospheric', 'post-rock', '7/10']","rock,metal,psychedelic"
pj harvey,The Hope Six Demolition Project,18-Apr-16,2016,7,"['island', 'vagrant', 'uk', 'rock', 'alternative', 'folk', 'art rock', 'singer-songwriter', '7/10']","rock,singer-songwriter,folk"
skepta,Konnichiwa,14-May-16,2016,7,"['boy better know', 'rap', 'hip hop', 'grime', 'uk', '7/10']",hip hop
sleigh bells,Jessica Rabbit,1-Dec-16,2016,7,"['sinderlyn', 'pop', 'noise pop', 'noise rock', 'indie', '7/10']","pop,rock"
the avalanches,Wildflower,8-Jul-16,2016,7,"['xl', 'electronic', 'plunderphonics', 'neo-psychedelia', 'hip hop', 'nu-disco', 'alternative dance', 'instrumental hip hop', '7/10']","hip hop,electronic,dance"
the body and full of hell,One Day You Will Ache Like I Ache,23-Mar-16,2016,7,"['one day you will ache like i ache', 'collaboration', 'neurot', 'loud rock', 'noise', 'sludge metal', 'doom', 'grindcore', '7/10']","rock,metal"
the dillinger escape plan,Dissociation,22-Oct-16,2016,7,"['party smasher', 'loud rock', 'mathcore', 'metalcore', 'alternative metal', 'post-hardcore', '7/10']","rock,metal"
vince staples,Prima Donna,2-Sep-16,2016,7,"['ep', 'def jam', 'rap', 'hip hop', 'west coast', '7/10']",hip hop
woods,City Sun Eater in the River of Light,12-Jul-16,2016,7,"['woodsist', 'rock', 'neo-psychedelia', 'folk', '7/10']","rock,folk"
wormrot,Voices,7-Nov-16,2016,7,"['earache', 'loud rock', 'grindcore', 'black metal', 'post-hardcore', 'crust punk', '7/10']","rock,punk,metal"
young thug,Jeffery,1-Sep-16,2016,7,"['no my name is jeffery', 'mixtape', '300 entertainment', 'rap', 'hip hop', 'trap', 'pop rap', 'southern', '7/10']","hip hop,pop"
"21 savage<,>metro boomin<,>offset",Without Warning,3-Nov-17,2017,7,"['metro boomin', 'without warning', 'collaboration', 'epic', 'rap', 'hip hop', 'trap', '7/10']",hip hop
alice glass,Alice Glass,21-Aug-17,2017,7,"['ep', 'loma vista', 'pop', 'electropop', 'witch house', 'post-industrial', '7/10']","pop,house"
bicep,Bicep,8-Sep-17,2017,7,"['ninja tune', 'electronic', 'uk garage', 'house', 'deep house', 'ambient trance', '7/10']","electronic,house,ambient"
bjork,Utopia,27-Nov-17,2017,7,"['one little indian', 'pop', 'experimental', 'art pop', 'chamber music', 'field recordings', 'post-industrial', 'arca', '7/10']","pop,experimental"
black lips,Satan's Graffiti or God's Art?,9-Aug-17,2017,7,"['vice', 'rock', 'garage rock', '7/10']",rock
blanck mass,World Eater,15-Mar-17,2017,7,"['sacred bones', 'electronic', 'idm', 'drone', 'electro-industrial', 'post-industrial', '7/10']",electronic
brand new,Science Fiction,22-Aug-17,2017,7,"['self-released', 'rock', 'indie', 'emo', 'post-hardcore', '7/10']",rock
broken social scene,Hug of Thunder,12-Jul-17,2017,7,"['arts & crafts', 'rock', 'indie rock', 'dream pop', '7/10']","pop,rock"
charli xcx,Number 1 Angel,14-Mar-17,2017,7,"['mixtape', 'pc music', 'asylum', 'pop', 'electropop', 'bubblegum bass', 'pop rap', '7/10', 'hip hop']","hip hop,pop"
chelsea wolfe,Hiss Spun,28-Sep-17,2017,7,"['sargent house', 'loud rock', 'doom metal', 'post-metal', 'gothic rock', 'darkwave', '7/10']","house,rock,metal"
chris stapleton,"From A Room, Vol. 2",16-Dec-17,2017,7,"['mercury nashville', 'country', 'other', '7/10']",country
colin stetson,All This I Do for Glory,4-May-17,2017,7,"['52hz', 'post-minimalism', 'avant-garde jazz', '7/10']",jazz
corbin,Mourn,14-Sep-17,2017,7,"['wedidit', 'spooky black', 'pop', 'alternative r&b', 'minimal wave', 'post-punk', '7/10']","pop,r&b,punk"
daniel caesar,Freudian,21-Sep-17,2017,7,"['golden child', 'pop', 'contemporary r&b', 'neo-soul', '7/10']","pop,r&b,soul"
dead cross,Dead Cross,11-Aug-17,2017,7,"['ipecac', 'loud rock', 'crossover thrash', 'hardcore punk', 'post-hardcore', 'alternative metal', '7/10']","rock,punk,metal"
dirty projectors,Dirty Projectors,2-Mar-17,2017,7,"['domino', 'pop', 'alternative r&b', 'art pop', 'glitch', '7/10']","pop,r&b"
foxygen,Hang,24-Jan-17,2017,7,"['jagjaguwar', 'pop', 'rock', 'baroque pop', 'progressive pop', 'psychedelic', 'glam', '7/10']","pop,rock,psychedelic"
havok,Conformicide,25-Mar-17,2017,7,"['century media', 'loud rock', 'thrash metal', '7/10']","rock,metal"
ibeyi,Ash,7-Dec-17,2017,7,"['xl', 'pop', 'art pop', '7/10']",pop
igorrr,Savage Sinusoid,14-Aug-17,2017,7,"['metal blade', 'france', 'breakcore', 'avant-garde metal', 'baroque', '7/10']",metal
injury reserve,Drive It Like It's Stolen EP,3-Oct-17,2017,7,"['ep', 'las fuegas', 'rap', 'hip hop', 'west coast', 'hardcore hip hop', 'alternative r&b', '7/10']","hip hop,r&b"
integrity,"Howling, for the Nightmare Shall Consume",26-Jul-17,2017,7,"['relapse', 'loud rock', 'metalcore', 'hardcore punk', 'd-beat', 'crossover thrash', '7/10']","rock,punk,metal"
jesca hoop,Memories Are Now,15-Feb-17,2017,7,"['sub pop', 'singer-songwriter', 'indie', 'folk', '7/10']","pop,singer-songwriter,folk"
jonwayne,Rap Album Two,22-Feb-17,2017,7,"['authors', 'rap', 'hip hop', 'west coast', 'alternative hip hop', 'abstract hip hop', '7/10']",hip hop
julien baker,Turn Out the Lights,6-Nov-17,2017,7,"['matador', 'singer-songwriter', 'indie folk', 'slowcore', '7/10']","singer-songwriter,folk"
kendrick lamar,DAMN.,18-Apr-17,2017,7,"['tde', 'top dawg', 'rap', 'hip hop', 'trap', 'west coast', 'conscious', '7/10']",hip hop
kesha,Rainbow,15-Aug-17,2017,7,"['kemosabe', 'rca', 'pop', 'pop rock', 'soul', 'country', '7/10']","pop,soul,rock,country"
king gizzard & the lizard wizard,Polygondwanaland,22-Nov-17,2017,7,"['flightless', 'rock', 'psychedelic rock', 'progressive rock', '7/10']","rock,psychedelic"
lil pump,Lil Pump,10-Oct-17,2017,7,"['mixtape', 'rap', 'hip hop', 'trap', 'pop rap', 'soundcloud', '7/10']","hip hop,pop"
lorde,Melodrama,23-Jun-17,2017,7,"['lava', 'pop', 'synthpop', 'art pop', 'electropop', 'dance pop', 'alternative r&b', '7/10']","pop,r&b,dance"
lou the human,Humaniac,23-Oct-17,2017,7,"['self-released', 'rap', 'hip hop', 'east coast', 'hardcore hip hop', 'horrorcore', '7/10']",hip hop
mac demarco,This Old Dog,9-May-17,2017,7,"['captured tracks', 'pop', 'indie', 'singer-songwriter', 'jangle pop', 'dream pop', 'soft rock', '7/10']","pop,rock,singer-songwriter"
makaya mccraven,Highly Rare,9-Dec-17,2017,7,"['international anthem', 'nu jazz', 'instrumental hip hop', 'other', '7/10']","hip hop,jazz"
migos,Culture,31-Jan-17,2017,7,"['300 entertainment', 'quality control music', 'rap', 'hip hop', 'southern', 'trap', 'pop rap', '7/10']","hip hop,pop"
milo,who told you to think??!!?!?!?!,16-Aug-17,2017,7,"['ruby yacht', 'rap', 'hip hop', 'abstract hip hop', 'jazz rap', 'glitch hop', '7/10']","hip hop,jazz"
nmesh,Pharma,16-Sep-17,2017,7,"['orange milk', 'electronic', 'vaporwave', 'plunderphonics', 'ambient', 'glitch', 'drum and bass', 'sound collage', '7/10']","electronic,ambient"
ondatropica,Baile Bucanero,30-Mar-17,2017,7,"['soundway', 'latin jazz', 'cumbia', 'funk', 'reggae', 'dancehall', 'world music', '7/10']","jazz,dance,funk"
paramore,After Laughter,17-May-17,2017,7,"['fueled by ramen', 'pop', 'power pop', 'synthpop', 'new wave', 'alternative dance', '7/10']","pop,dance"
pissed jeans,Why Love Now,20-Jul-17,2017,7,"['sub pop', 'rock', 'punk', 'noise rock', 'post-hardcore', '7/10']","pop,rock,punk"
power trip,Nightmare Logic,1-Mar-17,2017,7,"['southern lord', 'loud rock', 'metal', 'crossover thrash', '7/10']","rock,metal"
