Artists,Album,Date,Year,Score,Tags,Genres
future,HNDRXX,27-Feb-17,2017,-1,"['freebandz', 'rap', 'hip hop', 'pop rap', 'trap', 'contemporary r&b']","hip hop,pop,r&b"
thundercat,Drunk,28-Feb-17,2017,6,"['brainfeeder', 'jazz', 'funk', 'jazz fusion', 'electrofunk', 'contemporary r&b', 'neo-soul', '6/10']","r&b,soul,jazz,funk"
power trip,Nightmare Logic,1-Mar-17,2017,7,"['southern lord', 'loud rock', 'metal', 'crossover thrash', '7/10']","rock,metal"
dirty projectors,Dirty Projectors,2-Mar-17,2017,7,"['domino', 'pop', 'alternative r&b', 'art pop', 'glitch', '7/10']","pop,r&b"
king gizzard & the lizard wizard,Flying Microtonal Banana,3-Mar-17,2017,8,"['flightless', 'australia', 'rock', 'microtonal', 'psychedelic', 'garage rock', '8/10']","rock,psychedelic"
xiu xiu,FORGET,8-Mar-17,2017,8,"['polyvinyl', 'pop', 'experimental pop', 'art pop', 'synth punk', 'post-industrial', 'experimental rock', 'noise pop', '8/10']","pop,rock,punk,experimental"
sleaford mods,English Tapas,9-Mar-17,2017,6,"['rough trade', 'rock', 'post-punk', 'uk', 'hip hop', 'synth punk', 'art punk', '6/10']","hip hop,rock,punk"
ed sheeran,Divide,10-Mar-17,2017,4,"['÷', 'asylum', 'pop', 'folk pop', 'dance pop', 'pop rap', 'pop rock', 'singer-songwriter', '4/10', 'hip hop']","hip hop,pop,dance,rock,singer-songwriter,folk"
charli xcx,Number 1 Angel,14-Mar-17,2017,7,"['mixtape', 'pc music', 'asylum', 'pop', 'electropop', 'bubblegum bass', 'pop rap', '7/10', 'hip hop']","hip hop,pop"
blanck mass,World Eater,15-Mar-17,2017,7,"['sacred bones', 'electronic', 'idm', 'drone', 'electro-industrial', 'post-industrial', '7/10']",electronic
idles,Brutalism,16-Mar-17,2017,8,"['uk', 'balley', 'loud rock', 'punk', 'hardcore', 'post-punk', '8/10']","rock,punk"
laura marling,Semper Femina,17-Mar-17,2017,5,"['kobalt', 'other', 'singer-songwriter', 'uk', 'indie', 'folk', 'chamber pop', '5/10']","pop,singer-songwriter,folk"
rick ross,Rather You Than Me,21-Mar-17,2017,6,"['mmg', 'rap', 'hip hop', 'southern hip hop', 'pop rap', 'trap', 'jazz rap', '6/10']","hip hop,pop,jazz"
your old droog,Packs,21-Mar-17,2017,7,"['fat beats', 'rap', 'hip hop', 'east coast', 'boom bap', 'abstract hip hop', '7/10']",hip hop
drake,More Life,22-Mar-17,2017,5,"['playlist', 'young money', 'rap', 'hip hop', 'contemporary r&b', 'pop rap', 'trap', 'dancehall', '5/10']","hip hop,pop,r&b,dance"
real estate,In Mind,23-Mar-17,2017,5,"['domino', 'pop', 'jangle pop', 'indie', 'rock', 'dream pop', 'indie pop', '5/10']","pop,rock"
spoon,Hot Thoughts,24-Mar-17,2017,7,"['matador', 'rock', 'indie', 'indie pop', 'alternative dance', '7/10']","pop,dance,rock"
havok,Conformicide,25-Mar-17,2017,7,"['century media', 'loud rock', 'thrash metal', '7/10']","rock,metal"
remo drive,Greatest Hits,27-Mar-17,2017,7,"['self-released', 'rock', 'indie', 'emo', 'pop punk', 'post-hardcore', '7/10']","pop,rock,punk"
mount eerie,A Crow Looked at Me,29-Mar-17,2017,9,"['phil elverum', 'singer-songwriter', 'folk', 'slowcore', '9/10']","singer-songwriter,folk"
ondatropica,Baile Bucanero,30-Mar-17,2017,7,"['soundway', 'latin jazz', 'cumbia', 'funk', 'reggae', 'dancehall', 'world music', '7/10']","jazz,dance,funk"
pallbearer,Heartless,30-Mar-17,2017,8,"['profound lore', 'nuclear blast', 'loud rock', 'doom metal', '8/10']","rock,metal"
ibibio sound machine,Uyai,1-Apr-17,2017,8,"['merge', 'uk', 'afrobeat', 'funk', 'edm', 'electronic', 'synthpop', '8/10']","pop,electronic,funk"
goldlink,At What Cost,2-Apr-17,2017,5,"['rca', 'rap', 'hip hop', 'east coast', 'pop rap', 'contemporary r&b', 'hip house', '5/10', 'shawn cee']","hip hop,pop,r&b,house"
freddie gibbs,You Only Live 2wice,4-Apr-17,2017,6,"['esgn', 'rap', 'hip hop', 'trap', 'gangsta rap', 'hardcore hip hop', '6/10']",hip hop
mastodon,Emperor of Sand,5-Apr-17,2017,4,"['loud rock', 'reprise', 'sludge metal', 'stoner metal', 'progressive metal', 'alternative metal', '4/10']","rock,metal"
kodak black,Painting Pictures,7-Apr-17,2017,4,"['atlantic', 'southern hip hop', 'rap', 'hip hop', 'pop rap', 'trap', '4/10']","hip hop,pop"
joey bada$$,All-Amerikkkan Bada$$,10-Apr-17,2017,8,"['cinematic music group', 'pro era', 'rap', 'hip hop', 'east coast', 'political', 'jazz rap', 'pop rap', '8/10']","hip hop,pop,jazz"
father john misty,Pure Comedy,11-Apr-17,2017,9,"['sub pop', 'singer-songwriter', 'piano rock', 'folk', 'chamber pop', '9/10']","pop,rock,singer-songwriter,folk"
future islands,The Far Field,12-Apr-17,2017,6,"['4ad', 'pop', 'synthpop', 'new wave', 'art pop', 'indie', '6/10']",pop
arca,Arca,13-Apr-17,2017,5,"['xl', 'electronic', 'art pop', 'glitch pop', 'ambient pop', 'post-industrial', 'idm', '5/10']","pop,electronic,ambient"
the chainsmokers,Memories... Do Not Open,14-Apr-17,2017,-1,"['disruptor', 'pop', 'synthpop', 'electropop', 'tropical', 'house', 'trap', 'hip hop']","hip hop,pop,house"
kendrick lamar,DAMN.,18-Apr-17,2017,7,"['tde', 'top dawg', 'rap', 'hip hop', 'trap', 'west coast', 'conscious', '7/10']",hip hop
the magnetic fields,50 Song Memoir,20-Apr-17,2017,7,"['nonesuch', 'pop', 'indie', 'singer-songwriter', 'chamber pop', 'synthpop', '7/10']","pop,singer-songwriter"
timber timbre,"Sincerely, Future Pollution",21-Apr-17,2017,5,"['city slang records', 'rock', 'art rock', 'sophisti-pop', 'synthpop', '5/10']","pop,rock"
gas,Narkopop,28-Apr-17,2017,2,"['kompakt', 'electronic', 'germany', 'ambient', 'techno', '2/10']","electronic,techno,ambient"
the smith street band,More Scared of You Than You Are of Me,30-Apr-17,2017,6,"['sideonedummy', 'jeff rosenstock', 'australia', 'rock', 'pop punk', 'punk', 'folk punk', 'emo', '6/10']","pop,rock,punk,folk"
gorillaz,Humanz,1-May-17,2017,5,"['warner bros', 'pop', 'electropop', 'hip hop', 'neo-soul', 'alternative dance', '5/10']","hip hop,pop,soul,dance"
feist,Pleasure,3-May-17,2017,8,"['interscope', 'indie', 'singer-songwriter', 'folk rock', '8/10']","rock,singer-songwriter,folk"
colin stetson,All This I Do for Glory,4-May-17,2017,7,"['52hz', 'post-minimalism', 'avant-garde jazz', '7/10']",jazz
logic,Everybody,8-May-17,2017,5,"['def jam', 'rap', 'hip hop', 'pop rap', 'conscious', 'jazz rap', 'biracial btw', '5/10']","hip hop,pop,jazz"
mac demarco,This Old Dog,9-May-17,2017,7,"['captured tracks', 'pop', 'indie', 'singer-songwriter', 'jangle pop', 'dream pop', 'soft rock', '7/10']","pop,rock,singer-songwriter"
full of hell,Trumpeting Ecstasy,10-May-17,2017,6,"['profound lore', 'loud rock', 'grindcore', 'deathgrind', 'powerviolence', 'sludge metal', '6/10']","rock,metal"
slowdive,Slowdive,11-May-17,2017,4,"['dead oceans', 'pop', 'dream pop', 'shoegaze', 'ambient pop', '4/10']","pop,ambient"
perfume genius,No Shape,15-May-17,2017,8,"['matador', 'pop', 'art pop', '8/10']",pop
harry styles,Harry Styles,16-May-17,2017,4,"['columbia', 'uk', 'pop', 'pop rock', 'hard rock', 'glam rock', 'folk pop', '4/10']","pop,rock,folk"
paramore,After Laughter,17-May-17,2017,7,"['fueled by ramen', 'pop', 'power pop', 'synthpop', 'new wave', 'alternative dance', '7/10']","pop,dance"
forest swords,Compassion,18-May-17,2017,8,"['ninja tune', 'electronic', 'ambient dub', 'tribal ambient', 'neo-psychedelia', '8/10']","electronic,ambient"
(sandy) alex g,Rocket,24-May-17,2017,5,"['domino', 'indie', 'folk', 'lo-fi', 'alt-country', 'indie rock', 'singer-songwriter', '5/10']","rock,singer-songwriter,folk,country"
linkin park,One More Light,25-May-17,2017,-1,"['warner bros', 'pop', 'pop rock', 'electropop']","pop,rock"
lil yachty,Teenage Emotions,30-May-17,2017,2,"['quality control music', 'rap', 'hip hop', 'pop rap', 'trap', '2/10']","hip hop,pop"
sinjin hawke,First Opus,1-Jun-17,2017,8,"['fractal fantasy', 'electronic', 'uk bass', 'wonky', 'footwork', 'juke', '8/10']",electronic
alt-j,Relaxer,6-Jun-17,2017,5,"['atlantic', 'uk', 'pop', 'art pop', 'folktronica', 'progressive pop', '5/10']","pop,folk"
roger waters,Is This the Life We Really Want?,7-Jun-17,2017,7,"['columbia', 'rock', 'art rock', 'progressive rock', 'symphonic rock', 'folk rock', '7/10']","rock,folk"
beach fossils,Somersault,8-Jun-17,2017,5,"['bayonet', 'indie', 'pop', 'indie pop', 'dream pop', 'jangle pop', 'sunshine pop', 'psych pop', 'baroque pop', '5/10']",pop
brockhampton,Saturation,12-Jun-17,2017,9,"['rap', 'hip hop', 'alternative r&b', 'experimental hip hop', 'alternative hip hop', 'hardcore hip hop', 'west coast', '9/10']","hip hop,r&b,experimental"
"sufjan stevens<,>nico muhly<,>bryce dessner & james mcalister",Planetarium,14-Jun-17,2017,5,"['nico muhly', 'james mcalister', 'planetarium', '4ad', 'other', 'art pop', 'chamber pop', 'ambient', 'indietronica', '5/10']","pop,ambient"
katy perry,Witness,14-Jun-17,2017,6,"['capitol', 'pop', 'dance pop', 'synthpop', 'electropop', 'future house', '6/10']","pop,dance,house"
sza,Ctrl,15-Jun-17,2017,7,"['tde', 'top dawg', 'pop', 'alternative r&b', 'neo-soul', '7/10']","pop,r&b,soul"
kirin j callinan,Bravado,16-Jun-17,2017,8,"['terrible', 'pop', 'art pop', 'synthpop', 'eurodance', 'post-punk', '8/10']","pop,dance,punk"
young thug,Beautiful Thugger Girls,20-Jun-17,2017,5,"['atlantic', 'rap', 'hip hop', 'contemporary r&b', 'trap', 'pop rap', 'southern hip hop', 'country rap', '5/10']","hip hop,pop,r&b,country"
the underachievers,Renaissance,21-Jun-17,2017,6,"['rpm msc', 'rap', 'hip hop', 'east coast', 'cloud rap', 'trap rap', 'jazz rap', 'conscious hip hop', '6/10']","hip hop,jazz"
the mountain goats,Goths,22-Jun-17,2017,8,"['merge', 'other', 'singer-songwriter', 'indie pop', 'indie rock', 'goth', 'post-punk', '8/10']","pop,rock,punk,singer-songwriter"
lorde,Melodrama,23-Jun-17,2017,7,"['lava', 'pop', 'synthpop', 'art pop', 'electropop', 'dance pop', 'alternative r&b', '7/10']","pop,r&b,dance"
elder,Reflections of a Floating World,24-Jun-17,2017,8,"['stickman', 'loud rock', 'stoner rock', 'doom metal', 'heavy psych', 'progressive rock', '8/10']","rock,metal"
king gizzard & the lizard wizard,Murder of the Universe,26-Jun-17,2017,6,"['heavenly', 'australia', 'rock', 'psychedelic rock', 'garage rock', 'spoken word', '6/10']","rock,psychedelic"
vince staples,Big Fish Theory,27-Jun-17,2017,6,"['rap', 'hip hop', 'west coast', 'experimental hip hop', 'hardcore hip hop', 'hip house', 'uk garage', '6/10']","hip hop,house,experimental"
fleet foxes,Crack-Up,28-Jun-17,2017,8,"['nonesuch', 'other', 'folk', 'chamber folk', 'progressive folk', 'psychedelic folk', '8/10']","psychedelic,folk"
algiers,The Underside of Power,29-Jun-17,2017,8,"['matador', 'rock', 'post-punk', 'post-industrial', 'gospel', 'punk blues', '8/10']","rock,punk"
guerilla toss,GT ULTRA,5-Jul-17,2017,8,"['dfa', 'pop', 'art pop', 'dance-punk', 'psychedelic pop', 'zolo', 'new wave', '8/10']","pop,dance,punk,psychedelic"
jay-z,4:44,7-Jul-17,2017,8,"['roc nation', 'rap', 'hip hop', 'east coast', 'jazz rap', '8/10']","hip hop,jazz"
21 savage,Issa Album,10-Jul-17,2017,3,"['rap', 'hip hop', 'trap', 'southern hip hop', 'pop rap', '3/10']","hip hop,pop"
haim,Something to Tell You,11-Jul-17,2017,5,"['columbia', 'pop', 'pop rock', 'new wave', 'sophisti-pop', '5/10']","pop,rock"
broken social scene,Hug of Thunder,12-Jul-17,2017,7,"['arts & crafts', 'rock', 'indie rock', 'dream pop', '7/10']","pop,rock"
billy woods,Known Unknowns,14-Jul-17,2017,8,"['backwoodz studioz', 'rap', 'hip hop', 'abstract hip hop', 'east coast', 'myke c-town', '8/10']",hip hop
pissed jeans,Why Love Now,20-Jul-17,2017,7,"['sub pop', 'rock', 'punk', 'noise rock', 'post-hardcore', '7/10']","pop,rock,punk"
"tyler, the creator",Flower Boy,24-Jul-17,2017,8,"['scum fuck flower boy', 'odd future', 'rap', 'hip hop', 'jazz rap', 'neo-soul', 'west coast', 'synth funk', 'experimental hip hop', '8/10']","hip hop,soul,jazz,funk,experimental"
lana del rey,Lust for Life,25-Jul-17,2017,6,"['interscope', 'pop', 'dream pop', 'trip hop', 'baroque pop', 'alternative r&b', 'trap', '6/10', 'hip hop']","hip hop,pop,r&b"
integrity,"Howling, for the Nightmare Shall Consume",26-Jul-17,2017,7,"['relapse', 'loud rock', 'metalcore', 'hardcore punk', 'd-beat', 'crossover thrash', '7/10']","rock,punk,metal"
shabazz palaces,Quazarz,27-Jul-17,2017,3,"['sub pop', 'rap', 'hip hop', 'experimental hip hop', 'abstract hip hop', 'cloud rap', '3/10', '5/10']","hip hop,pop,experimental"
dizzee rascal,Raskit,28-Jul-17,2017,6,"['dirtee stank', 'rap', 'hip hop', 'uk', 'grime', '6/10']",hip hop
nine inch nails,Add Violence,28-Jul-17,2017,6,"['ep', 'null', 'rock', 'industrial', 'electro-industrial', '6/10']",rock
arcade fire,Everything Now,31-Jul-17,2017,4,"['sonovox', 'pop', 'alternative dance', 'synthpop', 'disco', 'indie rock', '4/10']","pop,dance,rock"
amine,Good for You,1-Aug-17,2017,5,"['republic', 'rap', 'hip hop', 'west coast', 'pop rap', 'contemporary r&b', '5/10']","hip hop,pop,r&b"
vic mensa,The Autobiography,2-Aug-17,2017,6,"['roc nation', 'rap', 'hip hop', 'pop rap', 'contemporary r&b', '6/10']","hip hop,pop,r&b"
dying fetus,Wrong One to Fuck With,3-Aug-17,2017,8,"['relapse', 'loud rock', 'brutal death metal', 'technical death metal', 'deathgrind', '8/10']","rock,metal"
oxbow,Thin Black Duke,7-Aug-17,2017,8,"['hydra head', 'rock', 'art rock', 'experimental rock', 'noise rock', 'chamber music', '8/10']","rock,experimental"
ugly god,The Booty Tape,8-Aug-17,2017,5,"['mixtape', 'asylum', 'rap', 'hip hop', 'trap', 'southern hip hop', 'cloud rap', 'comedy rap', '5/10']",hip hop
black lips,Satan's Graffiti or God's Art?,9-Aug-17,2017,7,"['vice', 'rock', 'garage rock', '7/10']",rock
ski mask the slump god,YouWillRegret,10-Aug-17,2017,6,"['mixtape', 'republic', 'rap', 'hip hop', 'trap', 'southern hip hop', '6/10']",hip hop
dead cross,Dead Cross,11-Aug-17,2017,7,"['ipecac', 'loud rock', 'crossover thrash', 'hardcore punk', 'post-hardcore', 'alternative metal', '7/10']","rock,punk,metal"
igorrr,Savage Sinusoid,14-Aug-17,2017,7,"['metal blade', 'france', 'breakcore', 'avant-garde metal', 'baroque', '7/10']",metal
kesha,Rainbow,15-Aug-17,2017,7,"['kemosabe', 'rca', 'pop', 'pop rock', 'soul', 'country', '7/10']","pop,soul,rock,country"
milo,who told you to think??!!?!?!?!,16-Aug-17,2017,7,"['ruby yacht', 'rap', 'hip hop', 'abstract hip hop', 'jazz rap', 'glitch hop', '7/10']","hip hop,jazz"
richard dawson,Peasant,17-Aug-17,2017,8,"['weird world', 'domino', 'singer-songwriter', 'avant-folk', 'freak folk', '8/10']","singer-songwriter,folk"
lil peep,"Come Over When You're Sober, Pt. 1",18-Aug-17,2017,-1,"['self-released', 'rap', 'hip hop', 'trap', 'cloud rap', 'emo']",hip hop
lil b,Black Ken,19-Aug-17,2017,5,"['mixtape', 'basedworld', 'rap', 'hip hop', 'west coast', 'experimental hip hop', 'hyphy', '5/10']","hip hop,experimental"
kodak black,Project Baby 2,21-Aug-17,2017,5,"['mixtape', 'atlantic', 'rap', 'hip hop', 'trap', 'southern hip hop', '5/10']",hip hop
alice glass,Alice Glass,21-Aug-17,2017,7,"['ep', 'loma vista', 'pop', 'electropop', 'witch house', 'post-industrial', '7/10']","pop,house"
brand new,Science Fiction,22-Aug-17,2017,7,"['self-released', 'rock', 'indie', 'emo', 'post-hardcore', '7/10']",rock
a$ap ferg,Still Striving,24-Aug-17,2017,6,"['mixtape', 'rap', 'hip hop', 'trap', 'shawn cee', '6/10']",hip hop
everything everything,A Fever Dream,24-Aug-17,2017,6,"['uk', 'rca', 'pop', 'art pop', 'alternative dance', 'synthpop', 'indietronic', '6/10']","pop,dance"
"king gizzard & the lizard wizard<,>mild high club",Sketches of Brunswick East,25-Aug-17,2017,5,"['sketches of brunswick east', 'collaboration', 'flightless', 'rock', 'melbourne', 'psychedelic pop', 'jazz-funk', 'jazz rock', '5/10']","pop,jazz,funk,rock,psychedelic"
grizzly bear,Painted Ruins,26-Aug-17,2017,6,"['rca', 'rock', 'indie', 'art rock', 'neo-psychedelia', 'chamber pop', '6/10']","pop,rock"
lil uzi vert,Luv Is Rage 2,27-Aug-17,2017,3,"['atlantic', 'rap', 'hip hop', 'trap', '3/10']",hip hop
xxxtentacion,17,28-Aug-17,2017,2,"['empire', 'rap', 'hip hop', 'singer-songwriter', 'lo-fi', 'alternative r&b', 'cloud rap', '2/10']","hip hop,r&b,singer-songwriter"
brockhampton,Saturation II,29-Aug-17,2017,8,"['empire', 'rap', 'hip hop', 'pop rap', 'alternative r&b', 'west coast', '8/10']","hip hop,pop,r&b"
queens of the stone age,Villains,30-Aug-17,2017,6,"['matador', 'rock', 'alternative rock', 'garage rock', 'desert rock', '6/10']",rock
a$ap mob,Cozy Tapes Vol. 2: Too Cozy,31-Aug-17,2017,4,"['too cozy', 'rap', 'hip hop', 'trap', 'cloud rap', '4/10']",hip hop
the war on drugs,A Deeper Understanding,1-Sep-17,2017,5,"['atlantic', 'rock', 'heartland', 'neo-psychedelia', 'americana', 'dream pop', '5/10']","pop,rock"
oh sees,Orc,1-Sep-17,2017,8,"['oh sees', 'castle face', 'rock', 'psychedelic rock', 'garage rock', 'heavy psych', '8/10']","rock,psychedelic"
lcd soundsystem,American Dream,5-Sep-17,2017,6,"['dfa', 'electronic', 'indietronica', 'dance-punk', 'alternative dance', 'new wave', 'synthpop', 'post-punk', '6/10']","pop,electronic,dance,punk"
action bronson,Blue Chips 7000,7-Sep-17,2017,6,"['rap', 'hip hop', 'atlantic', 'east coast', 'boom bap', '6/10']",hip hop
bicep,Bicep,8-Sep-17,2017,7,"['ninja tune', 'electronic', 'uk garage', 'house', 'deep house', 'ambient trance', '7/10']","electronic,house,ambient"
wifisfuneral,Boy Who Cried Wolf,10-Sep-17,2017,7,"['mixtape', 'self-released', 'rap', 'hip hop', 'cloud rap', 'southern hip hop', '7/10', 'quickie']",hip hop
death from above,Outrage! Is Now,11-Sep-17,2017,8,"['last gang', 'rock', 'alternative rock', 'hard rock', 'dance-punk', 'post-hardcore', '8/10']","dance,rock,punk"
zola jesus,Okovi,12-Sep-17,2017,6,"['sacred bones', 'pop', 'art pop', 'darkwave', '6/10']",pop
alvvays,Antisocialites,13-Sep-17,2017,8,"['polyvinyl', 'pop', 'indie pop', 'jangle pop', 'twee pop', 'dream pop', '8/10']",pop
corbin,Mourn,14-Sep-17,2017,7,"['wedidit', 'spooky black', 'pop', 'alternative r&b', 'minimal wave', 'post-punk', '7/10']","pop,r&b,punk"
alex cameron,Forced Witness,15-Sep-17,2017,8,"['secretly canadian', 'pop', 'new wave', 'synthpop', 'soft rock', '8/10']","pop,rock"
nmesh,Pharma,16-Sep-17,2017,7,"['orange milk', 'electronic', 'vaporwave', 'plunderphonics', 'ambient', 'glitch', 'drum and bass', 'sound collage', '7/10']","electronic,ambient"
the national,Sleep Well Beast,18-Sep-17,2017,7,"['4ad', 'rock', 'indie', 'art rock', 'chamber pop', 'post-punk', 'indietronic', '7/10']","pop,rock,punk"
lil dicky,I'm Brain,19-Sep-17,2017,-1,"[""i'm brain"", 'ep', 'rap', 'hip hop', 'trap', 'contemporary r&b', 'comedy rap', 'novelty']","hip hop,r&b"
ariel pink,Dedicated to Bobby Jameson,20-Sep-17,2017,8,"['mexican summer', 'pop', 'hypnagogic pop', '8/10']",pop
daniel caesar,Freudian,21-Sep-17,2017,7,"['golden child', 'pop', 'contemporary r&b', 'neo-soul', '7/10']","pop,r&b,soul"
open mike eagle,Brick Body Kids Still Daydream,22-Sep-17,2017,8,"['mello music group', 'rap', 'hip hop', 'abstract hip hop', 'conscious hip hop', 'jazz rap', '8/10']","hip hop,jazz"
myrkur,Mareridt,23-Sep-17,2017,6,"['relapse', 'loud rock', 'black metal', 'dark folk', 'atmospheric black metal', '6/10']","rock,metal,folk"
foo fighters,Concrete and Gold,24-Sep-17,2017,6,"['roswell', 'rock', 'hard rock', 'alternative rock', 'post-grunge', '6/10']",rock
godspeed you! black emperor,"""Luciferian Towers""",26-Sep-17,2017,5,"['constellation', 'rock', 'post-rock', 'drone', 'chamber music', '5/10']",rock
rapsody,Laila's Wisdom,26-Sep-17,2017,8,"['jamla', 'rap', 'hip hop', 'conscious hip hop', 'neo-soul', '8/10']","hip hop,soul"
macklemore,Gemini,27-Sep-17,2017,3,"['bendo', 'rap', 'hip hop', 'pop rap', '3/10']","hip hop,pop"
chelsea wolfe,Hiss Spun,28-Sep-17,2017,7,"['sargent house', 'loud rock', 'doom metal', 'post-metal', 'gothic rock', 'darkwave', '7/10']","house,rock,metal"
"young thug<,>carnage",Young Martha EP,29-Sep-17,2017,8,"['young martha', 'ep', 'rap', 'hip hop', 'trap', '8/10']",hip hop
wolves in the throne room,Thrice Woven,30-Sep-17,2017,6,"['artemisia', 'loud rock', 'atmospheric black metal', 'dark ambient', 'black metal', '6/10']","ambient,rock,metal"
the killers,Wonderful Wonderful,1-Oct-17,2017,6,"['rock', 'pop rock', 'new wave', 'alternative dance', 'alternative rock', '6/10', 'spectrum pulse']","pop,dance,rock"
smokepurpp,Deadstar,3-Oct-17,2017,6,"['mixtape', 'rap', 'hip hop', 'interscope', 'trap', 'southern hip hop', '6/10']",hip hop
injury reserve,Drive It Like It's Stolen EP,3-Oct-17,2017,7,"['ep', 'las fuegas', 'rap', 'hip hop', 'west coast', 'hardcore hip hop', 'alternative r&b', '7/10']","hip hop,r&b"
iglooghost,Neo Wax Bloom,5-Oct-17,2017,8,"['brainfeeder', 'electronic', 'wonky', 'uk bass', 'glitch hop', 'drill and bass', 'bubblegum bass', '8/10']",electronic
uncommon nasa,Written at Night,9-Oct-17,2017,8,"['man bites dog', 'rap', 'hip hop', 'east coast', 'abstract hip hop', 'conscious hip hop', '8/10']",hip hop
lil pump,Lil Pump,10-Oct-17,2017,7,"['mixtape', 'rap', 'hip hop', 'trap', 'pop rap', 'soundcloud', '7/10']","hip hop,pop"
kelela,Take Me Apart,11-Oct-17,2017,8,"['warp', 'pop', 'alternative r&b', 'art pop', 'uk bass', 'wonky', '8/10']","pop,r&b"
poppy,Poppy.Computer,12-Oct-17,2017,6,"['mad decent', 'pop', 'synthpop', 'electropop', 'dance pop', 'picopop', '6/10']","pop,dance"
marilyn manson,Heaven Upside Down,13-Oct-17,2017,5,"['loma vista', 'loud rock', 'industrial', 'alternative metal', 'gothic rock', '5/10']","rock,metal"
trippie redd,A Love Letter to You 2,14-Oct-17,2017,5,"['mixtape', 'strainge entertainment', 'rap', 'hip hop', 'trap', 'alternative r&b', 'soundcloud', '5/10']","hip hop,r&b"
protomartyr,Relatives in Descent,16-Oct-17,2017,8,"['domino', 'rock', 'post-punk', 'art punk', 'noise rock', '8/10']","rock,punk"
st. vincent,MASSEDUCTION,17-Oct-17,2017,6,"['loma vista', 'pop', 'art pop', 'synthpop', '6/10']",pop
king krule,The OOZ,18-Oct-17,2017,4,"['true panther', 'other', 'art rock', 'trip hop', 'nu jazz', 'post-punk', '4/10']","jazz,rock,punk"
beck,Colors,19-Oct-17,2017,4,"['capitol', 'rock', 'pop rock', 'alternative dance', 'synthpop', 'adult contemporary', '4/10']","pop,dance,rock"
gucci mane,Mr. Davis,19-Oct-17,2017,5,"['atlantic', 'rap', 'hip hop', 'trap', 'southern hip hop', 'pop rap', '5/10']","hip hop,pop"
primitive man,Caustic,21-Oct-17,2017,8,"['relapse', 'loud rock', 'doom metal', 'black metal', 'sludge metal', 'noise', '8/10']","rock,metal"
lou the human,Humaniac,23-Oct-17,2017,7,"['self-released', 'rap', 'hip hop', 'east coast', 'hardcore hip hop', 'horrorcore', '7/10']",hip hop
"future<,>young thug",Super Slimey,25-Oct-17,2017,5,"['super slimey', 'mixtape', 'epic', 'rap', 'hip hop', 'trap', 'southern hip hop', 'pop rap', '5/10']","hip hop,pop"
liam gallagher,As You Were,26-Oct-17,2017,6,"['warner bros', 'rock', 'britpop', '6/10']","pop,rock"
the world is a beautiful place...,Always Foreign,30-Oct-17,2017,6,"['always foreign', 'epitaph', 'rock', 'emo', 'post-rock', 'pop punk', '6/10']","pop,rock,punk"
fever ray,Plunge,31-Oct-17,2017,5,"['rabid', 'pop', 'art pop', 'electropop', 'darkwave', 'electro-industrial', '5/10']",pop
big k.r.i.t.,4eva Is a Mighty Long Time,1-Nov-17,2017,9,"['bmg', 'rap', 'hip hop', 'southern hip hop', 'conscious hip hop', 'dirty south', 'jazz rap', '9/10']","hip hop,jazz"
weezer,Pacific Daydream,2-Nov-17,2017,4,"['atlantic', 'pop', 'pop rock', 'power pop', 'electropop', '4/10']","pop,rock"
"21 savage<,>metro boomin<,>offset",Without Warning,3-Nov-17,2017,7,"['metro boomin', 'without warning', 'collaboration', 'epic', 'rap', 'hip hop', 'trap', '7/10']",hip hop
julien baker,Turn Out the Lights,6-Nov-17,2017,7,"['matador', 'singer-songwriter', 'indie folk', 'slowcore', '7/10']","singer-songwriter,folk"
rina sawayama,RINA,7-Nov-17,2017,9,"['ep', 'self-released', 'pop', 'electropop', 'glitch pop', '9/10']",pop
converge,The Dusk in Us,9-Nov-17,2017,8,"['epitaph', 'deathwish', 'loud rock', 'metalcore', '8/10']","rock,metal"
sam smith,The Thrill of It All,10-Nov-17,2017,4,"['capitol', 'pop', 'soul', '4/10']","pop,soul"
skepta,Vicious,11-Nov-17,2017,5,"['ep', 'rap', 'hip hop', 'uk', 'grime', 'trap', '5/10', 'boy better know']",hip hop
benjamin clementine,I Tell a Fly,13-Nov-17,2017,5,"['behind', 'art pop', 'singer-songwriter', 'chamber music', 'other', '5/10']","pop,singer-songwriter"
taylor swift,Reputation,14-Nov-17,2017,4,"['big machine', 'pop', 'electropop', 'contemporary r&b', 'trap', '4/10', 'hip hop']","hip hop,pop,r&b"
yung lean,Stranger,15-Nov-17,2017,6,"['year00001', 'rap', 'hip hop', 'cloud rap', 'alternative r&b', 'trap', 'ambient pop', '6/10']","hip hop,pop,r&b,ambient"
destroyer,ken,16-Nov-17,2017,5,"['merge', 'pop', 'synthpop', 'new wave', 'sophisti-pop', '5/10']",pop
liars,TFCF,17-Nov-17,2017,5,"['mute', 'synth punk', 'post-industrial', 'experimental rock', 'avant-folk', '5/10']","rock,punk,experimental,folk"
armand hammer,Rome,20-Nov-17,2017,6,"['backwoodz studioz', 'rap', 'hip hop', 'east coast', 'hardcore hip hop', 'abstract hip hop', '6/10']",hip hop
jaden smith,SYRE,21-Nov-17,2017,4,"['roc nation', 'rap', 'hip hop', 'alternative r&b', 'pop rap', '4/10']","hip hop,pop,r&b"
